Timestamp	Speed (kmph)	Throttle	Steering	Brake	Gear	ImageName
706105400	19	1.000000	0.000000	0.000000	2	img_0_0_706105414994500.png
706105456	20	1.000000	0.000000	0.000000	2	img_0_0_706105471437300.png
706105514	21	1.000000	0.000000	0.000000	2	img_0_0_706105528864900.png
706105569	22	1.000000	0.000000	0.000000	2	img_0_0_706105584669900.png
706105626	23	1.000000	0.000000	0.000000	2	img_0_0_706105641302700.png
706105683	24	1.000000	0.000000	0.000000	2	img_0_0_706105698315300.png
706105740	25	1.000000	0.000000	0.000000	2	img_0_0_706105755631700.png
706105798	26	1.000000	0.000000	0.000000	2	img_0_0_706105813364600.png
706105858	27	1.000000	0.000000	0.000000	2	img_0_0_706105872462200.png
706105913	28	1.000000	0.000000	0.000000	2	img_0_0_706105928090600.png
706105971	29	1.000000	0.000000	0.000000	2	img_0_0_706105987127700.png
706106029	30	1.000000	0.000000	0.000000	2	img_0_0_706106045674100.png
706106090	31	1.000000	0.000000	0.000000	N	img_0_0_706106105864000.png
706106154	31	1.000000	0.000000	0.000000	N	img_0_0_706106168932500.png
706106219	31	1.000000	0.000000	0.000000	N	img_0_0_706106234705900.png
706106284	31	1.000000	0.000000	0.000000	1	img_0_0_706106297440700.png
706106340	32	1.000000	0.000000	0.000000	1	img_0_0_706106355643200.png
706106397	32	1.000000	0.000000	0.000000	1	img_0_0_706106412135200.png
706106454	32	1.000000	0.000000	0.000000	1	img_0_0_706106468855400.png
706106511	32	1.000000	0.000000	0.000000	1	img_0_0_706106527184500.png
706106569	33	1.000000	0.000000	0.000000	1	img_0_0_706106584666200.png
706106627	34	1.000000	0.000000	0.000000	1	img_0_0_706106642192800.png
706106683	35	1.000000	0.000000	0.000000	1	img_0_0_706106698036300.png
706106740	36	1.000000	0.000000	0.000000	1	img_0_0_706106754658300.png
706106796	37	1.000000	0.000000	0.000000	1	img_0_0_706106810488300.png
706106851	38	1.000000	0.000000	0.000000	1	img_0_0_706106865331400.png
706106908	38	1.000000	0.000000	0.000000	1	img_0_0_706106921802400.png
706106964	39	1.000000	0.000000	0.000000	1	img_0_0_706106978044100.png
706107022	40	1.000000	0.000000	0.000000	1	img_0_0_706107036175000.png
706107081	41	1.000000	0.000000	0.000000	N	img_0_0_706107096825200.png
706107139	41	1.000000	0.000000	0.000000	N	img_0_0_706107154245100.png
706107197	41	1.000000	0.000000	0.000000	N	img_0_0_706107211466300.png
706107252	41	1.000000	0.000000	0.000000	2	img_0_0_706107266708000.png
706107308	42	1.000000	0.000000	0.000000	2	img_0_0_706107322594100.png
706107363	43	1.000000	0.000000	0.000000	2	img_0_0_706107378178100.png
706107419	44	1.000000	0.000000	0.000000	2	img_0_0_706107436689200.png
706107475	45	1.000000	0.000000	0.000000	2	img_0_0_706107495250800.png
706107532	46	1.000000	0.000000	0.000000	2	img_0_0_706107553705900.png
706107594	46	1.000000	0.000000	0.000000	2	img_0_0_706107614293900.png
706107650	47	1.000000	0.000000	0.000000	2	img_0_0_706107670672400.png
706107706	47	1.000000	0.000000	0.000000	2	img_0_0_706107726214000.png
706107765	47	1.000000	0.000000	0.000000	2	img_0_0_706107785721000.png
706107821	48	1.000000	0.000000	0.000000	2	img_0_0_706107841746700.png
706107877	49	1.000000	0.000000	0.000000	2	img_0_0_706107898469500.png
706107934	50	1.000000	0.000000	0.000000	2	img_0_0_706107954536700.png
706107990	51	1.000000	0.000000	0.000000	2	img_0_0_706108010722400.png
706108048	52	1.000000	0.000000	0.000000	2	img_0_0_706108065150500.png
706108104	53	1.000000	0.000000	0.000000	N	img_0_0_706108121847900.png
706108161	53	1.000000	0.000000	0.000000	N	img_0_0_706108179150900.png
706108218	53	1.000000	0.000000	0.000000	N	img_0_0_706108235095300.png
706108272	53	1.000000	0.000000	0.000000	3	img_0_0_706108289136000.png
706108336	54	1.000000	0.000000	0.000000	3	img_0_0_706108346019200.png
706108386	54	1.000000	0.000000	0.000000	3	img_0_0_706108402926200.png
706108445	55	1.000000	0.000000	0.000000	3	img_0_0_706108461087000.png
706108502	56	1.000000	0.000000	0.000000	3	img_0_0_706108516509700.png
706108564	57	1.000000	0.000000	0.000000	3	img_0_0_706108580141000.png
706108621	57	1.000000	0.000000	0.000000	3	img_0_0_706108638254300.png
706108680	58	1.000000	0.000000	0.000000	3	img_0_0_706108695437700.png
706108771	59	1.000000	0.000000	0.000000	3	img_0_0_706108780815000.png
706108827	60	1.000000	0.000000	0.000000	3	img_0_0_706108843905300.png
706108889	60	1.000000	0.000000	0.000000	3	img_0_0_706108905528700.png
706108944	61	1.000000	0.000000	0.000000	3	img_0_0_706108960204100.png
706109012	61	1.000000	0.000000	0.000000	3	img_0_0_706109027638700.png
706109068	62	1.000000	0.000000	0.000000	3	img_0_0_706109083807300.png
706109123	62	1.000000	0.000000	0.000000	N	img_0_0_706109139726200.png
706109190	62	1.000000	0.000000	0.000000	N	img_0_0_706109203950200.png
706109245	62	1.000000	0.000000	0.000000	N	img_0_0_706109262248800.png
706109302	63	1.000000	0.000000	0.000000	4	img_0_0_706109318089600.png
706109362	63	1.000000	0.000000	0.000000	4	img_0_0_706109378241700.png
706109435	64	1.000000	0.000000	0.000000	4	img_0_0_706109450880800.png
706109499	65	1.000000	0.000000	0.000000	4	img_0_0_706109515801300.png
706109555	65	1.000000	0.000000	0.000000	4	img_0_0_706109572340400.png
706109619	66	1.000000	0.000000	0.000000	4	img_0_0_706109637167400.png
706109678	66	0.000000	0.000000	0.000000	4	img_0_0_706109693624100.png
706109963	67	0.000000	0.000000	0.000000	4	img_0_0_706109985177200.png
706110034	67	0.000000	0.000000	0.000000	4	img_0_0_706110055350400.png
706110122	67	0.000000	0.000000	0.000000	4	img_0_0_706110145142800.png
706110180	67	0.000000	0.000000	0.000000	4	img_0_0_706110203833900.png
706110244	67	0.000000	0.000000	0.000000	4	img_0_0_706110266562000.png
706110304	66	0.000000	0.000000	0.000000	N	img_0_0_706110329594700.png
706110367	66	0.000000	0.000000	0.000000	N	img_0_0_706110384509900.png
706110421	66	0.000000	0.000000	0.000000	N	img_0_0_706110439352600.png
706110476	66	0.000000	0.000000	0.000000	3	img_0_0_706110494141400.png
706110530	66	0.000000	0.000000	0.000000	3	img_0_0_706110546422600.png
706110582	66	0.000000	0.000000	0.000000	3	img_0_0_706110598906600.png
706110636	65	0.000000	0.000000	0.000000	3	img_0_0_706110652846000.png
706110689	65	1.000000	0.000000	0.000000	3	img_0_0_706110706917400.png
706110743	65	1.000000	0.000000	0.000000	3	img_0_0_706110758777000.png
706110860	65	1.000000	0.000000	0.000000	3	img_0_0_706110877990200.png
706110918	66	1.000000	0.000000	0.000000	3	img_0_0_706110934305000.png
706110974	66	1.000000	0.000000	0.000000	3	img_0_0_706110987950700.png
706111028	67	1.000000	0.000000	0.000000	3	img_0_0_706111042736600.png
706111078	67	1.000000	0.000000	0.000000	3	img_0_0_706111093212000.png
706111129	68	1.000000	0.000000	0.000000	3	img_0_0_706111145327300.png
706111181	69	1.000000	0.000000	0.000000	3	img_0_0_706111197227400.png
706111235	69	1.000000	0.000000	0.000000	3	img_0_0_706111250570300.png
706111288	70	1.000000	0.000000	0.000000	3	img_0_0_706111302860300.png
706111340	70	1.000000	0.000000	0.000000	3	img_0_0_706111354592000.png
706111391	71	1.000000	0.000000	0.000000	3	img_0_0_706111404893400.png
706111441	71	1.000000	0.000000	0.000000	3	img_0_0_706111453510700.png
706111490	72	1.000000	0.000000	0.000000	3	img_0_0_706111504097300.png
706111541	72	1.000000	0.000000	0.000000	3	img_0_0_706111553357900.png
706111589	73	1.000000	0.000000	0.000000	3	img_0_0_706111602164500.png
706111639	73	1.000000	0.000000	0.000000	3	img_0_0_706111650564000.png
706111688	74	1.000000	0.000000	0.000000	3	img_0_0_706111700924400.png
706111737	74	1.000000	0.000000	0.000000	3	img_0_0_706111749876100.png
706111786	75	1.000000	0.000000	0.000000	3	img_0_0_706111798591900.png
706111835	75	1.000000	0.000000	0.000000	N	img_0_0_706111848213900.png
706111885	75	1.000000	0.000000	0.000000	N	img_0_0_706111896810000.png
706111933	74	1.000000	0.000000	0.000000	N	img_0_0_706111946551400.png
706111982	75	1.000000	0.000000	0.000000	4	img_0_0_706111994844600.png
706112032	75	1.000000	0.000000	0.000000	4	img_0_0_706112044619500.png
706112080	75	1.000000	0.000000	0.000000	4	img_0_0_706112092078200.png
706112150	76	1.000000	0.000000	0.000000	4	img_0_0_706112160105800.png
706112196	77	1.000000	0.000000	0.000000	4	img_0_0_706112207484700.png
706112243	77	1.000000	0.000000	0.000000	4	img_0_0_706112254074300.png
706112291	77	1.000000	0.000000	0.000000	4	img_0_0_706112300680000.png
706112338	78	1.000000	0.000000	0.000000	4	img_0_0_706112348216200.png
706112384	78	1.000000	0.000000	0.000000	4	img_0_0_706112395140100.png
706112454	79	1.000000	0.000000	0.000000	4	img_0_0_706112461358300.png
706112500	79	1.000000	0.000000	0.000000	4	img_0_0_706112507931600.png
706112546	79	1.000000	0.000000	0.000000	4	img_0_0_706112554583600.png
706112592	80	1.000000	0.000000	0.000000	4	img_0_0_706112600582300.png
706112637	80	1.000000	0.000000	0.000000	4	img_0_0_706112647686500.png
706112684	81	1.000000	0.000000	0.000000	4	img_0_0_706112695388900.png
706112734	81	1.000000	0.000000	0.000000	4	img_0_0_706112748031800.png
706112786	81	1.000000	0.000000	0.000000	4	img_0_0_706112797782100.png
706112835	82	1.000000	0.000000	0.000000	N	img_0_0_706112847929600.png
706112888	82	1.000000	0.000000	0.000000	N	img_0_0_706112903170200.png
706112935	82	1.000000	0.000000	0.000000	N	img_0_0_706112948685000.png
706112988	82	1.000000	0.000000	0.000000	3	img_0_0_706113001293800.png
706113038	82	1.000000	0.000000	0.000000	3	img_0_0_706113047369200.png
706113106	82	1.000000	0.000000	0.000000	3	img_0_0_706113111144900.png
706113152	83	1.000000	0.000000	0.000000	3	img_0_0_706113156969900.png
706113197	83	1.000000	0.000000	0.000000	3	img_0_0_706113206695100.png
706113242	83	1.000000	0.000000	0.000000	3	img_0_0_706113251995100.png
706113288	84	1.000000	0.000000	0.000000	3	img_0_0_706113303239800.png
706113356	84	1.000000	0.000000	0.000000	3	img_0_0_706113364807900.png
706113401	85	1.000000	0.000000	0.000000	3	img_0_0_706113405153000.png
706113446	85	1.000000	0.000000	0.000000	3	img_0_0_706113456138900.png
706113491	86	1.000000	0.000000	0.000000	3	img_0_0_706113496647000.png
706113559	86	1.000000	0.000000	0.000000	3	img_0_0_706113567764600.png
706113603	87	1.000000	0.000000	0.000000	3	img_0_0_706113612105100.png
706113648	87	1.000000	0.000000	0.000000	3	img_0_0_706113653207200.png
706113693	87	1.000000	0.000000	0.000000	3	img_0_0_706113698368500.png
706113759	87	1.000000	0.000000	0.000000	3	img_0_0_706113771871100.png
706113804	87	1.000000	0.000000	0.000000	3	img_0_0_706113818587700.png
706113851	88	1.000000	0.000000	0.000000	N	img_0_0_706113860793800.png
706113895	88	1.000000	0.000000	0.000000	N	img_0_0_706113907365100.png
706113962	88	1.000000	0.000000	0.000000	N	img_0_0_706113967420100.png
706114006	88	0.000000	0.000000	0.000000	4	img_0_0_706114014822900.png
706114050	88	0.000000	0.000000	0.000000	4	img_0_0_706114057430600.png
706114094	89	0.000000	0.000000	0.000000	4	img_0_0_706114104180000.png
706114160	89	0.000000	0.000000	0.000000	4	img_0_0_706114164235700.png
706114203	89	0.000000	0.000000	0.000000	4	img_0_0_706114204060100.png
706114247	88	0.000000	0.000000	0.000000	4	img_0_0_706114247090600.png
706114290	88	0.000000	0.000000	0.000000	4	img_0_0_706114305523800.png
706114333	88	0.000000	0.000000	0.000000	4	img_0_0_706114348307600.png
706114376	88	1.000000	0.000000	0.000000	4	img_0_0_706114391307700.png
706114439	88	1.000000	0.000000	0.000000	4	img_0_0_706114449921700.png
706114668	89	0.000000	0.000000	0.000000	4	img_0_0_706114491383500.png
706114688	89	0.000000	0.000000	0.000000	4	img_0_0_706114705328300.png
706114749	89	0.000000	0.000000	0.000000	4	img_0_0_706114767243500.png
706114789	89	0.000000	0.000000	0.000000	4	img_0_0_706114803411100.png
706114849	89	0.000000	0.000000	0.000000	4	img_0_0_706114867197800.png
706114909	89	0.000000	0.000000	0.000000	N	img_0_0_706114909247000.png
706114949	89	0.000000	0.000000	0.000000	N	img_0_0_706114964405300.png
706115008	89	0.000000	0.000000	0.000000	N	img_0_0_706115007268800.png
706115066	88	0.000000	0.000000	0.000000	3	img_0_0_706115065049700.png
706115107	88	-1.000000	0.000000	0.000000	R	img_0_0_706115107052300.png
706115168	86	-1.000000	0.000000	0.000000	R	img_0_0_706115175212500.png
706115210	84	-1.000000	0.000000	0.000000	R	img_0_0_706115225788700.png
706115252	83	-1.000000	0.000000	0.000000	R	img_0_0_706115264121000.png
706115314	81	-1.000000	0.000000	0.000000	R	img_0_0_706115324250300.png
706115353	80	-1.000000	0.000000	0.000000	R	img_0_0_706115365619700.png
706115412	78	-1.000000	0.000000	0.000000	R	img_0_0_706115422310900.png
706115470	76	-1.000000	0.000000	0.000000	R	img_0_0_706115476195400.png
706115508	74	-1.000000	0.000000	0.000000	R	img_0_0_706115517544700.png
706115566	72	-1.000000	0.000000	0.000000	R	img_0_0_706115571961000.png
706115604	71	-1.000000	0.000000	0.000000	R	img_0_0_706115615250300.png
706115661	69	-1.000000	0.000000	0.000000	R	img_0_0_706115666230900.png
706115718	67	-1.000000	0.000000	0.000000	R	img_0_0_706115721630700.png
706115756	65	-1.000000	0.000000	0.000000	R	img_0_0_706115760993100.png
706115813	63	-1.000000	0.000000	0.000000	R	img_0_0_706115815160400.png
706115869	61	-1.000000	0.000000	0.000000	R	img_0_0_706115870689600.png
706115907	60	-1.000000	0.000000	0.000000	R	img_0_0_706115911166800.png
706115963	57	-1.000000	0.000000	0.000000	R	img_0_0_706115970452800.png
706116019	55	-1.000000	0.000000	0.000000	R	img_0_0_706116025680500.png
706116056	54	-1.000000	-1.000000	0.000000	R	img_0_0_706116066277000.png
706116113	52	-1.000000	-1.000000	0.000000	R	img_0_0_706116121387500.png
706116153	50	0.000000	-1.000000	0.000000	N	img_0_0_706116165985800.png
706116213	50	0.000000	0.000000	0.000000	N	img_0_0_706116221643800.png
706116269	49	0.000000	0.000000	0.000000	N	img_0_0_706116276861200.png
706116306	49	0.000000	0.000000	0.000000	N	img_0_0_706116317233500.png
706116364	49	1.000000	0.000000	0.000000	N	img_0_0_706116372297200.png
706116423	49	1.000000	0.000000	0.000000	N	img_0_0_706116427209300.png
706116460	49	1.000000	0.000000	0.000000	N	img_0_0_706116469422700.png
706116516	49	1.000000	0.000000	0.000000	N	img_0_0_706116525699500.png
706116554	49	1.000000	0.000000	0.000000	N	img_0_0_706116567090800.png
706116613	49	0.000000	0.000000	0.000000	N	img_0_0_706116622504600.png
706116652	49	0.000000	-1.000000	0.000000	N	img_0_0_706116664478900.png
706116712	49	0.000000	-1.000000	0.000000	N	img_0_0_706116723015400.png
706116752	49	0.000000	-1.000000	0.000000	N	img_0_0_706116765919500.png
706116812	48	0.000000	-1.000000	0.000000	N	img_0_0_706116822313200.png
706116875	48	0.000000	-1.000000	0.000000	N	img_0_0_706116878662900.png
706116911	48	0.000000	-1.000000	0.000000	N	img_0_0_706116920676400.png
706116967	47	0.000000	-1.000000	0.000000	N	img_0_0_706116978344000.png
706117006	46	0.000000	-1.000000	0.000000	N	img_0_0_706117019540300.png
706117055	45	0.000000	-1.000000	0.000000	N	img_0_0_706117071988900.png
706117101	45	0.000000	-1.000000	0.000000	1	img_0_0_706117119656700.png
706117163	43	0.000000	-1.000000	0.000000	1	img_0_0_706117174220800.png
706117203	42	0.000000	-1.000000	0.000000	1	img_0_0_706117217191700.png
706117265	41	0.000000	-1.000000	0.000000	1	img_0_0_706117276245100.png
706117321	40	0.000000	-1.000000	0.000000	1	img_0_0_706117329469000.png
706117360	39	0.000000	-1.000000	0.000000	1	img_0_0_706117376309000.png
706117413	38	0.000000	-1.000000	0.000000	1	img_0_0_706117428549400.png
706117468	37	0.000000	-1.000000	0.000000	1	img_0_0_706117484561200.png
706117536	36	0.000000	-1.000000	0.000000	1	img_0_0_706117554687100.png
706117588	35	0.000000	-1.000000	0.000000	1	img_0_0_706117603082000.png
706117643	33	0.000000	0.000000	0.000000	1	img_0_0_706117657818000.png
706117697	33	0.000000	0.000000	0.000000	1	img_0_0_706117714452300.png
706117752	32	0.000000	-1.000000	0.000000	1	img_0_0_706117772161500.png
706117892	30	0.000000	-1.000000	0.000000	1	img_0_0_706117913317200.png
706118014	29	0.000000	-1.000000	0.000000	1	img_0_0_706118032708600.png
706118081	28	0.000000	-1.000000	0.000000	1	img_0_0_706118096716900.png
706118141	28	0.000000	-1.000000	0.000000	1	img_0_0_706118161748700.png
706118206	27	0.000000	0.000000	0.000000	1	img_0_0_706118226297300.png
706118288	25	0.000000	0.000000	0.000000	1	img_0_0_706118308494400.png
706118376	24	0.000000	0.000000	0.000000	1	img_0_0_706118388129200.png
706118456	23	0.000000	1.000000	0.000000	1	img_0_0_706118473666900.png
706118545	23	0.000000	1.000000	0.000000	1	img_0_0_706118561459600.png
706118620	22	0.000000	1.000000	0.000000	1	img_0_0_706118633266300.png
706118688	21	0.000000	1.000000	0.000000	1	img_0_0_706118702637300.png
706118758	21	0.000000	1.000000	0.000000	1	img_0_0_706118779221500.png
706118842	20	0.000000	1.000000	0.000000	1	img_0_0_706118864374100.png
706118916	20	0.000000	0.000000	0.000000	1	img_0_0_706118937934100.png
706118985	19	1.000000	0.000000	0.000000	1	img_0_0_706119010581700.png
706119055	19	1.000000	0.000000	0.000000	1	img_0_0_706119073059900.png
706119128	20	1.000000	0.000000	0.000000	1	img_0_0_706119138740600.png
706119182	21	1.000000	0.000000	0.000000	1	img_0_0_706119200824900.png
706119246	21	1.000000	0.000000	0.000000	N	img_0_0_706119262943900.png
706119304	21	1.000000	0.000000	0.000000	N	img_0_0_706119323926200.png
706119365	21	1.000000	-1.000000	0.000000	N	img_0_0_706119383854400.png
706119425	22	1.000000	-1.000000	0.000000	2	img_0_0_706119444448800.png
706119486	23	1.000000	0.000000	0.000000	2	img_0_0_706119504698600.png
706119550	23	1.000000	0.000000	0.000000	2	img_0_0_706119568560300.png
706119615	24	1.000000	0.000000	0.000000	2	img_0_0_706119632563300.png
706119676	25	1.000000	0.000000	0.000000	2	img_0_0_706119695356800.png
706119740	27	1.000000	0.000000	0.000000	2	img_0_0_706119759455300.png
706119801	28	1.000000	0.000000	0.000000	2	img_0_0_706119819196400.png
706120254	34	1.000000	0.000000	0.000000	N	img_0_0_706119880873700.png
706120305	34	1.000000	0.000000	0.000000	N	img_0_0_706120324687100.png
706120364	35	1.000000	0.000000	0.000000	N	img_0_0_706120382178500.png
706120425	35	1.000000	0.000000	0.000000	3	img_0_0_706120446407200.png
706120483	36	1.000000	0.000000	0.000000	3	img_0_0_706120503539200.png
706120542	37	1.000000	0.000000	0.000000	3	img_0_0_706120560314500.png
706120603	37	1.000000	-1.000000	0.000000	3	img_0_0_706120623667800.png
706120663	38	1.000000	-1.000000	0.000000	3	img_0_0_706120685302200.png
706120725	38	1.000000	-1.000000	0.000000	3	img_0_0_706120743461200.png
706120785	39	1.000000	0.000000	0.000000	3	img_0_0_706120803812000.png
706120850	39	1.000000	0.000000	0.000000	3	img_0_0_706120868266000.png
706120918	39	1.000000	0.000000	0.000000	3	img_0_0_706120936620900.png
706120991	40	1.000000	0.000000	0.000000	3	img_0_0_706121006785300.png
706121071	41	1.000000	0.000000	0.000000	3	img_0_0_706121085539700.png
706121143	42	1.000000	0.000000	0.000000	3	img_0_0_706121163041000.png
706121215	44	1.000000	0.000000	0.000000	3	img_0_0_706121233122000.png
706121285	44	1.000000	0.000000	0.000000	N	img_0_0_706121302793200.png
706121353	44	0.000000	-1.000000	0.000000	N	img_0_0_706121372175200.png
706121424	44	0.000000	-1.000000	0.000000	2	img_0_0_706121441774800.png
706121494	44	0.000000	-1.000000	0.000000	2	img_0_0_706121511559600.png
706121564	43	0.000000	-1.000000	0.000000	2	img_0_0_706121582476500.png
706121640	43	0.000000	-1.000000	0.000000	2	img_0_0_706121657294800.png
706121714	42	0.000000	-1.000000	0.000000	2	img_0_0_706121732673500.png
706121788	40	0.000000	-1.000000	0.000000	2	img_0_0_706121810657400.png
706121875	39	0.000000	-1.000000	0.000000	2	img_0_0_706121892321400.png
706121959	38	0.000000	0.000000	0.000000	2	img_0_0_706121975662100.png
706122041	37	0.000000	-1.000000	0.000000	2	img_0_0_706122053801300.png
706122120	36	0.000000	-1.000000	0.000000	2	img_0_0_706122139768400.png
706122201	34	0.000000	-1.000000	0.000000	2	img_0_0_706122225546300.png
706122284	32	0.000000	-1.000000	0.000000	2	img_0_0_706122304518400.png
706122369	30	0.000000	-1.000000	0.000000	N	img_0_0_706122388232200.png
706122455	28	0.000000	-1.000000	0.000000	1	img_0_0_706122472058900.png
706122528	27	0.000000	0.000000	0.000000	1	img_0_0_706122548351100.png
706122612	26	0.000000	0.000000	0.000000	1	img_0_0_706122629575200.png
706122691	26	0.000000	0.000000	0.000000	1	img_0_0_706122703555100.png
706122764	25	0.000000	0.000000	0.000000	1	img_0_0_706122778050100.png
706122836	24	0.000000	0.000000	0.000000	1	img_0_0_706122849289700.png
706122902	24	0.000000	0.000000	0.000000	1	img_0_0_706122916946900.png
706122967	23	0.000000	0.000000	0.000000	1	img_0_0_706122983825200.png
706123036	23	0.000000	1.000000	0.000000	1	img_0_0_706123051257200.png
706123103	22	0.000000	1.000000	0.000000	1	img_0_0_706123118150300.png
706123170	22	0.000000	1.000000	0.000000	1	img_0_0_706123186472500.png
706123242	21	1.000000	0.000000	0.000000	1	img_0_0_706123255926100.png
706123307	21	1.000000	0.000000	0.000000	1	img_0_0_706123327701900.png
706123376	22	1.000000	0.000000	0.000000	1	img_0_0_706123397401300.png
706123448	23	1.000000	0.000000	0.000000	1	img_0_0_706123467905700.png
706123518	23	1.000000	0.000000	0.000000	N	img_0_0_706123538047200.png
706123592	23	1.000000	0.000000	0.000000	N	img_0_0_706123607237300.png
706123661	24	1.000000	0.000000	0.000000	2	img_0_0_706123679621200.png
706123733	25	1.000000	0.000000	0.000000	2	img_0_0_706123748738000.png
706123801	26	1.000000	0.000000	0.000000	2	img_0_0_706123821683400.png
706123870	27	1.000000	0.000000	0.000000	2	img_0_0_706123890761000.png
706123939	29	1.000000	0.000000	0.000000	2	img_0_0_706123959403200.png
706124011	30	1.000000	0.000000	0.000000	2	img_0_0_706124030691200.png
706124081	30	1.000000	0.000000	0.000000	2	img_0_0_706124101601900.png
706124151	30	1.000000	0.000000	0.000000	2	img_0_0_706124172845900.png
706124224	30	1.000000	0.000000	0.000000	2	img_0_0_706124243223800.png
706124290	30	1.000000	0.000000	0.000000	2	img_0_0_706124311340300.png
706124360	32	1.000000	0.000000	0.000000	2	img_0_0_706124380070300.png
706124428	33	1.000000	0.000000	0.000000	2	img_0_0_706124447856600.png
706124497	35	1.000000	0.000000	0.000000	N	img_0_0_706124516939200.png
706124565	35	1.000000	-1.000000	0.000000	N	img_0_0_706124587275400.png
706124637	35	1.000000	0.000000	0.000000	3	img_0_0_706124658202100.png
706124704	36	1.000000	0.000000	0.000000	3	img_0_0_706124720815600.png
706124774	37	1.000000	0.000000	0.000000	3	img_0_0_706124795067300.png
706124840	38	1.000000	0.000000	0.000000	3	img_0_0_706124861689300.png
706124910	39	1.000000	0.000000	0.000000	3	img_0_0_706124930869700.png
706124975	40	1.000000	0.000000	0.000000	3	img_0_0_706124997635200.png
706125044	40	1.000000	0.000000	0.000000	3	img_0_0_706125066205400.png
706125118	41	1.000000	0.000000	0.000000	3	img_0_0_706125133480300.png
706125180	42	1.000000	-1.000000	0.000000	3	img_0_0_706125194660000.png
706125250	43	1.000000	0.000000	0.000000	3	img_0_0_706125265471100.png
706125316	43	1.000000	0.000000	0.000000	3	img_0_0_706125333057500.png
706125378	44	1.000000	0.000000	0.000000	3	img_0_0_706125394832100.png
706125440	45	1.000000	0.000000	0.000000	3	img_0_0_706125457766800.png
706125503	46	1.000000	0.000000	0.000000	3	img_0_0_706125520114000.png
706125566	46	1.000000	0.000000	0.000000	N	img_0_0_706125582854400.png
706125631	47	1.000000	0.000000	0.000000	N	img_0_0_706125647085300.png
706125698	47	1.000000	0.000000	0.000000	N	img_0_0_706125714709700.png
706125761	47	1.000000	0.000000	0.000000	2	img_0_0_706125778327600.png
706125824	47	1.000000	0.000000	0.000000	2	img_0_0_706125841728900.png
706125889	48	1.000000	0.000000	0.000000	2	img_0_0_706125904752800.png
706125951	49	1.000000	0.000000	0.000000	2	img_0_0_706125967831800.png
706126018	50	1.000000	0.000000	0.000000	2	img_0_0_706126034090900.png
706126085	51	1.000000	0.000000	0.000000	2	img_0_0_706126101247300.png
706126155	52	1.000000	0.000000	0.000000	2	img_0_0_706126170211900.png
706126223	53	1.000000	0.000000	0.000000	2	img_0_0_706126237271500.png
706126286	53	1.000000	0.000000	0.000000	2	img_0_0_706126304983000.png
